employee_id,age,gender,department_id,job_role_id,education_id,experience_years,monthly_income,salary_hike_percent,work_hours_per_week,overtime,remote_work,business_travel,distance_from_home,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_hours,projects_last_year,performance_rating,promotion_last_5_years,manager_rating,team_size,company_tenure,stock_option_level,marital_status,dependents,absences_last_year,health_score,stress_level,engagement_score,skill_score,ai_tool_usage,certification_count,job_level,bonus,years_in_current_role,years_with_manager,attrition,age_group,income_band,tenure_group,high_risk_segment
48312,26,Male,6,4,2,15,152698,22,42,No,No,Rarely,40,1,5,1,5,65,4,2,Yes,1,14,16,2,Married,5,20,62,54,8,83,Medium,13,1,47799,0,13,0,20-29,Upper-Mid,11-20 yrs,Low Risk
48313,49,Male,2,4,1,15,218888,25,60,No,No,Never,26,3,2,2,5,77,12,4,Yes,1,2,6,2,Married,1,11,41,56,94,98,Medium,1,7,13209,6,11,0,40-49,High,6-10 yrs,Low Risk
48314,49,Female,3,6,2,28,50464,28,63,Yes,Yes,Rarely,15,5,4,3,2,78,2,1,Yes,4,12,29,3,Married,4,30,75,90,44,75,Medium,14,5,38396,16,5,0,40-49,Low,21-30 yrs,Low Risk
48315,21,Male,2,6,2,13,37541,30,68,No,Yes,Rarely,8,2,4,3,2,107,2,4,Yes,1,2,4,1,Single,4,23,42,87,58,94,Low,10,2,24544,6,5,0,20-29,Low,0-5 yrs,Low Risk
48316,47,Female,2,2,2,33,87311,27,39,Yes,Yes,Never,14,5,1,1,5,60,3,5,Yes,2,16,10,1,Married,2,0,43,88,88,66,High,9,7,21464,9,19,0,40-49,Lower-Mid,6-10 yrs,Low Risk
48317,56,Male,6,1,3,16,84448,17,57,Yes,No,Never,37,2,1,4,2,94,11,4,No,1,5,6,2,Single,4,21,56,2,23,79,Medium,3,5,34101,9,8,0,50-60,Lower-Mid,6-10 yrs,High Risk
48318,47,Male,4,4,2,21,34902,4,36,No,Yes,Frequently,20,4,1,2,3,92,3,1,No,4,11,1,3,Single,4,19,95,49,50,28,High,0,6,14237,0,6,0,40-49,Low,0-5 yrs,Low Risk
48319,55,Female,5,3,1,33,162334,9,37,Yes,No,Rarely,46,4,2,4,4,74,9,4,Yes,5,14,0,3,Married,4,8,46,25,44,89,High,1,7,41030,11,4,0,50-60,Upper-Mid,0-5 yrs,Low Risk
48320,25,Male,4,6,1,33,189948,11,35,Yes,Yes,Never,4,4,2,2,3,88,1,2,Yes,5,9,6,1,Single,0,28,100,56,95,63,Medium,8,4,14932,4,14,0,20-29,High,6-10 yrs,Low Risk
48321,26,Female,4,4,3,13,203416,15,51,Yes,No,Frequently,50,1,3,1,4,19,4,3,Yes,2,2,1,2,Single,1,8,71,94,46,98,Medium,14,2,23492,3,16,1,20-29,High,0-5 yrs,High Risk
48322,44,Male,6,2,2,35,31438,16,47,Yes,No,Frequently,42,4,5,2,3,35,6,4,No,5,25,9,1,Married,1,30,59,74,54,38,Low,9,5,36870,11,20,0,40-49,Low,6-10 yrs,Low Risk
48323,23,Female,4,2,3,24,122719,1,50,No,Yes,Rarely,15,5,3,2,3,18,10,5,No,3,25,29,0,Married,1,28,64,96,37,47,Low,13,7,10721,16,13,0,20-29,Upper-Mid,21-30 yrs,Low Risk
48324,45,Female,2,2,3,33,104349,23,63,No,Yes,Never,41,5,3,5,1,113,12,1,No,2,14,23,1,Married,3,19,72,87,45,40,Low,10,6,20671,14,20,0,40-49,Lower-Mid,21-30 yrs,Low Risk
48325,45,Male,3,5,3,5,108797,12,65,Yes,No,Rarely,8,1,3,3,3,113,15,4,No,4,11,22,1,Single,4,17,74,30,96,92,Low,15,2,24275,20,3,0,40-49,Lower-Mid,21-30 yrs,High Risk
48326,32,Female,1,5,3,11,166928,22,37,Yes,No,Never,21,3,2,4,2,97,5,1,No,1,3,19,3,Single,3,5,51,3,20,47,Medium,10,5,19014,6,7,0,30-39,Upper-Mid,11-20 yrs,Low Risk
48327,51,Female,3,3,3,7,111120,9,43,No,Yes,Frequently,19,5,2,3,5,116,12,4,Yes,4,15,15,1,Single,3,30,62,54,68,18,Medium,15,2,48096,10,14,0,50-60,Lower-Mid,11-20 yrs,Low Risk
48328,50,Male,3,3,1,11,121944,13,59,Yes,No,Never,21,3,3,2,2,42,15,2,Yes,4,5,22,0,Married,2,6,65,36,51,66,High,13,3,28127,4,6,0,50-60,Lower-Mid,21-30 yrs,Low Risk
48329,23,Female,4,1,2,32,136315,30,50,Yes,No,Frequently,48,2,1,3,4,80,11,5,No,2,9,29,3,Married,2,19,100,50,91,25,Low,2,5,16379,5,19,0,20-29,Upper-Mid,21-30 yrs,High Risk
48330,57,Male,6,3,1,31,173453,14,61,No,No,Frequently,40,1,4,3,2,84,14,4,Yes,2,6,5,2,Married,2,11,46,21,19,24,High,6,6,3572,7,2,0,50-60,High,0-5 yrs,Low Risk
48331,25,Female,3,3,2,2,56324,13,58,Yes,No,Frequently,5,1,2,2,2,36,7,5,Yes,4,8,11,1,Single,3,29,40,51,21,43,High,7,3,48478,1,18,0,20-29,Low,11-20 yrs,High Risk
48332,49,Male,3,1,1,23,65994,19,51,No,No,Never,45,2,3,5,2,36,10,2,No,2,12,5,2,Married,3,5,52,80,66,2,Medium,7,5,6550,11,12,0,40-49,Low,0-5 yrs,Low Risk
48333,45,Male,1,4,2,14,49391,5,51,No,Yes,Frequently,31,2,5,1,3,27,11,1,Yes,5,9,6,0,Single,0,0,84,26,68,92,Medium,7,2,8537,19,15,0,40-49,Low,6-10 yrs,Low Risk
48334,43,Male,6,5,2,23,158167,6,63,Yes,Yes,Rarely,36,2,4,5,1,42,5,4,Yes,3,19,21,2,Married,4,1,62,73,96,96,Low,15,6,30557,8,20,0,40-49,Upper-Mid,21-30 yrs,High Risk
48335,28,Male,4,5,1,27,213676,22,68,No,Yes,Frequently,49,2,2,3,2,32,3,5,Yes,3,4,12,1,Married,5,8,58,86,59,28,Medium,13,2,10152,7,13,0,20-29,High,11-20 yrs,Low Risk
48336,58,Male,4,1,1,3,195632,8,52,No,Yes,Frequently,3,5,3,1,1,23,15,4,Yes,2,6,30,1,Married,3,26,82,90,9,85,Medium,10,5,20056,8,11,0,50-60,High,21-30 yrs,Low Risk
48337,55,Male,6,4,1,27,82007,12,49,Yes,No,Never,3,3,2,5,4,63,3,5,No,1,8,3,3,Married,5,8,98,76,74,51,Low,15,4,36320,3,0,0,50-60,Lower-Mid,0-5 yrs,Low Risk
48338,47,Female,4,5,2,6,101384,11,59,Yes,Yes,Never,47,3,1,5,4,97,13,1,No,2,15,28,0,Single,0,24,100,59,70,47,Medium,13,6,3795,0,16,0,40-49,Lower-Mid,21-30 yrs,Low Risk
48339,59,Female,4,4,1,20,217515,17,34,Yes,No,Frequently,34,1,5,4,3,96,2,3,No,3,14,21,0,Single,0,18,59,97,42,67,Low,13,1,15915,17,11,1,50-60,High,21-30 yrs,High Risk
48340,57,Male,6,2,1,4,186137,18,40,No,No,Frequently,14,5,2,5,5,111,10,2,No,1,25,24,2,Married,0,1,51,34,85,3,Low,14,4,32061,19,5,0,50-60,High,21-30 yrs,Low Risk
48341,26,Female,5,3,1,16,143989,8,31,No,No,Never,17,2,2,2,1,56,5,3,No,3,18,8,0,Single,5,5,63,41,34,13,Medium,5,1,19744,19,6,0,20-29,Upper-Mid,6-10 yrs,Low Risk
48342,47,Female,4,4,1,5,150043,10,58,No,No,Never,46,3,2,2,4,18,8,2,Yes,4,2,30,3,Married,3,20,67,64,54,29,Medium,1,2,6741,10,16,0,40-49,Upper-Mid,21-30 yrs,Low Risk
48343,41,Male,1,2,1,32,108200,7,46,Yes,Yes,Rarely,5,5,3,4,3,92,12,3,Yes,1,22,6,2,Single,5,16,87,72,57,91,Medium,0,5,25753,20,19,0,40-49,Lower-Mid,6-10 yrs,Low Risk
48344,51,Female,3,4,3,24,86818,22,46,Yes,Yes,Frequently,24,3,2,4,5,84,4,4,No,1,7,10,1,Married,3,0,52,29,33,11,Medium,2,2,16162,9,2,0,50-60,Lower-Mid,6-10 yrs,Low Risk
48345,27,Male,6,4,3,26,120093,7,65,No,No,Rarely,44,2,4,3,1,96,8,5,Yes,5,16,15,2,Married,1,0,71,67,14,20,Medium,12,5,10125,4,5,0,20-29,Lower-Mid,11-20 yrs,Low Risk
48346,23,Male,3,6,2,23,153760,17,42,No,No,Rarely,14,1,4,1,2,36,6,2,No,2,14,27,3,Single,0,23,71,2,30,74,High,11,3,39118,19,16,0,20-29,Upper-Mid,21-30 yrs,Low Risk
48347,44,Male,4,6,2,16,34444,28,39,No,Yes,Never,25,2,1,4,1,54,4,1,Yes,2,24,17,1,Married,4,5,45,97,47,70,Medium,11,7,2730,12,16,0,40-49,Low,11-20 yrs,Low Risk
48348,55,Female,4,3,3,21,35336,21,30,Yes,Yes,Rarely,31,4,3,1,3,119,6,5,No,5,23,6,3,Married,2,6,94,17,31,2,High,8,6,47853,13,9,0,50-60,Low,6-10 yrs,Low Risk
48349,57,Male,3,2,1,10,144854,1,63,Yes,No,Rarely,6,1,2,3,3,28,5,3,No,3,3,22,3,Married,4,1,48,63,27,96,Low,6,1,8985,1,9,0,50-60,Upper-Mid,21-30 yrs,High Risk
48350,60,Male,3,5,1,30,218906,18,49,No,No,Never,29,4,1,1,2,82,14,4,No,4,13,22,2,Married,3,8,80,88,41,4,Low,9,2,42616,18,3,0,50-60,High,21-30 yrs,Low Risk
48351,38,Male,6,3,3,34,150311,25,30,No,No,Rarely,2,1,5,3,1,69,5,5,Yes,4,17,7,3,Single,0,11,91,25,14,60,High,4,6,45029,18,12,0,30-39,Upper-Mid,6-10 yrs,Low Risk
48352,33,Female,4,3,3,30,192915,29,43,No,No,Frequently,4,3,5,4,2,93,13,5,Yes,5,18,12,1,Single,1,4,41,64,27,57,High,8,1,33974,10,17,0,30-39,High,11-20 yrs,Low Risk
48353,28,Male,3,3,3,3,104358,4,56,No,No,Frequently,8,2,3,1,5,8,14,3,No,1,9,14,3,Married,3,11,47,96,76,66,High,7,2,6306,17,8,0,20-29,Lower-Mid,11-20 yrs,Low Risk
48354,59,Female,4,6,3,31,84069,15,32,No,Yes,Frequently,38,3,3,2,4,13,1,3,No,4,23,3,0,Married,5,10,85,82,25,93,High,11,6,36648,13,15,0,50-60,Lower-Mid,0-5 yrs,Low Risk
48355,40,Male,4,1,3,33,83784,28,64,No,No,Rarely,25,4,3,3,2,79,3,1,No,3,23,16,2,Married,0,3,86,28,78,36,Medium,10,4,33748,20,1,0,40-49,Lower-Mid,11-20 yrs,Low Risk
48356,31,Male,2,5,2,16,154400,2,41,Yes,Yes,Frequently,2,4,4,3,3,95,4,1,Yes,2,7,10,3,Single,5,29,81,23,15,67,Medium,8,1,53,13,7,0,30-39,Upper-Mid,6-10 yrs,Low Risk
48357,57,Female,6,6,1,9,155958,25,48,Yes,No,Rarely,22,4,5,1,4,63,2,5,No,5,8,1,2,Single,5,22,62,72,86,19,Low,14,7,8460,13,13,0,50-60,Upper-Mid,0-5 yrs,Low Risk
48358,54,Female,5,3,2,35,171785,10,46,Yes,No,Frequently,9,1,4,4,2,49,6,1,Yes,2,10,15,0,Married,5,19,73,35,69,75,High,7,1,35251,3,20,0,50-60,High,11-20 yrs,High Risk
48359,44,Female,6,1,1,17,57738,11,51,Yes,No,Never,21,1,3,1,1,45,13,4,No,2,12,17,1,Married,4,0,80,96,100,63,Low,11,4,30278,20,7,1,40-49,Low,11-20 yrs,High Risk
48360,33,Female,4,1,3,21,56124,3,64,No,No,Never,3,3,3,4,3,25,2,1,Yes,4,17,30,1,Married,4,6,65,71,43,49,Low,11,6,34981,15,18,0,30-39,Low,21-30 yrs,Low Risk
48361,50,Female,3,2,2,4,179635,19,46,Yes,Yes,Never,19,4,4,5,4,80,7,2,No,5,2,11,2,Married,3,30,45,97,36,90,Medium,14,3,9161,9,7,0,50-60,High,11-20 yrs,Low Risk
48362,45,Female,5,5,2,17,199097,12,67,Yes,Yes,Frequently,2,2,5,4,1,61,7,3,Yes,5,5,8,0,Single,3,6,65,71,51,60,Low,9,7,18827,18,4,0,40-49,High,6-10 yrs,High Risk
48363,40,Female,3,6,1,1,161927,8,32,Yes,No,Rarely,49,1,1,4,3,19,11,4,No,4,9,30,0,Married,5,3,99,11,42,25,High,13,2,19325,0,8,0,40-49,Upper-Mid,21-30 yrs,High Risk
48364,30,Male,6,3,3,28,207317,23,34,Yes,No,Never,5,1,5,4,1,79,11,3,Yes,3,24,5,3,Married,5,15,65,59,77,23,Medium,14,7,6288,19,18,0,30-39,High,0-5 yrs,High Risk
48365,43,Male,4,1,1,15,116905,13,34,Yes,No,Rarely,17,4,2,1,1,94,2,3,Yes,1,13,1,1,Single,0,24,53,36,50,55,High,13,2,49442,11,5,0,40-49,Lower-Mid,0-5 yrs,Low Risk
48366,35,Female,1,6,3,34,96176,14,45,No,Yes,Never,7,1,2,5,1,6,7,2,No,3,25,0,3,Single,4,5,43,98,36,14,Medium,2,6,33628,6,10,0,30-39,Lower-Mid,0-5 yrs,Low Risk
48367,58,Female,6,3,3,9,171179,1,47,No,Yes,Frequently,25,1,1,2,1,95,4,5,Yes,1,16,27,2,Married,2,11,75,6,40,64,Low,15,4,21362,17,15,0,50-60,High,21-30 yrs,Low Risk
48368,32,Female,2,5,3,20,114155,0,66,No,No,Never,49,4,2,4,5,14,10,5,No,2,10,16,3,Married,1,21,100,68,95,84,High,1,1,32435,7,1,0,30-39,Lower-Mid,11-20 yrs,Low Risk
48369,34,Female,1,1,2,25,112504,5,42,No,No,Rarely,8,2,3,4,5,46,9,1,Yes,2,23,4,1,Single,3,8,65,12,11,10,Low,5,3,38237,1,1,0,30-39,Lower-Mid,0-5 yrs,Low Risk
48370,30,Female,6,2,2,31,85053,15,57,No,No,Never,2,1,2,5,4,100,3,4,No,3,4,20,3,Single,5,23,72,64,34,37,Medium,13,2,3356,11,2,0,30-39,Lower-Mid,11-20 yrs,Low Risk
48371,37,Male,5,1,2,15,44470,3,56,Yes,No,Frequently,38,1,5,5,5,59,9,3,Yes,5,16,13,0,Married,1,10,90,18,84,22,High,10,6,49490,4,8,0,30-39,Low,11-20 yrs,High Risk
48372,37,Female,1,2,1,15,174455,23,67,Yes,Yes,Rarely,41,4,3,4,1,50,2,5,Yes,5,16,5,2,Single,1,14,78,93,36,87,Medium,14,7,5793,1,17,0,30-39,High,0-5 yrs,Low Risk
48373,56,Female,3,3,1,18,198245,6,64,Yes,Yes,Never,32,4,2,3,5,21,2,4,Yes,2,20,17,0,Single,5,22,91,87,56,93,Medium,10,7,6444,8,9,0,50-60,High,11-20 yrs,Low Risk
48374,36,Female,1,5,3,3,204631,13,59,Yes,No,Rarely,30,5,3,1,2,30,8,2,No,2,11,23,2,Married,4,27,70,57,32,55,Medium,3,1,27578,0,5,0,30-39,High,21-30 yrs,Low Risk
48375,43,Male,3,5,2,6,77330,9,30,Yes,Yes,Frequently,15,4,2,1,1,0,3,5,Yes,3,24,30,1,Single,5,17,72,63,75,74,High,1,3,43293,20,7,0,40-49,Lower-Mid,21-30 yrs,Low Risk
48376,29,Female,5,2,3,21,108357,7,70,No,Yes,Rarely,22,2,2,4,4,120,10,5,Yes,5,22,14,2,Married,4,12,55,33,19,78,Low,0,6,14050,12,0,0,20-29,Lower-Mid,11-20 yrs,Low Risk
48377,32,Male,5,2,2,20,97716,30,67,Yes,No,Frequently,50,1,5,5,3,86,15,4,Yes,3,16,28,0,Married,4,3,83,53,9,33,Medium,2,6,23128,10,5,0,30-39,Lower-Mid,21-30 yrs,High Risk
48378,34,Female,2,5,2,31,139413,17,61,Yes,No,Frequently,7,5,1,1,1,59,6,3,No,1,14,10,2,Single,0,17,83,2,91,99,High,11,7,25008,15,17,0,30-39,Upper-Mid,6-10 yrs,Low Risk
48379,59,Male,4,3,3,6,107030,2,30,Yes,Yes,Never,47,3,2,2,3,65,2,2,Yes,5,2,20,1,Single,1,9,43,37,38,99,Medium,0,4,19298,2,19,0,50-60,Lower-Mid,11-20 yrs,Low Risk
48380,52,Female,2,1,3,32,122530,23,53,Yes,Yes,Frequently,45,2,1,4,5,118,14,3,Yes,4,3,7,3,Married,0,17,40,78,1,92,High,5,3,21803,12,11,1,50-60,Lower-Mid,6-10 yrs,High Risk
48381,52,Female,3,5,2,6,186906,25,67,Yes,No,Rarely,25,4,5,5,3,50,9,3,No,3,22,27,1,Single,1,4,55,59,30,39,Low,1,2,8201,17,18,0,50-60,High,21-30 yrs,Low Risk
48382,55,Female,2,6,1,0,75944,2,69,Yes,Yes,Never,3,5,1,2,2,50,15,2,No,2,16,20,0,Single,2,19,73,31,92,14,Low,3,5,29098,0,9,0,50-60,Lower-Mid,11-20 yrs,Low Risk
48383,50,Female,6,2,3,17,125307,7,31,Yes,No,Never,22,5,4,4,4,35,9,3,Yes,3,18,12,0,Single,4,15,76,22,69,69,High,8,7,40845,9,20,0,50-60,Upper-Mid,11-20 yrs,Low Risk
48384,21,Female,5,6,2,3,62571,30,48,No,No,Rarely,25,4,4,5,5,87,6,4,Yes,1,23,25,1,Married,4,17,40,23,74,39,Low,9,3,31565,4,13,0,20-29,Low,21-30 yrs,Low Risk
48385,46,Female,6,6,3,5,94421,2,62,No,Yes,Never,1,4,4,3,2,14,15,2,No,4,11,19,3,Single,0,17,60,40,27,75,Low,15,3,46242,20,15,0,40-49,Lower-Mid,11-20 yrs,Low Risk
48386,50,Female,6,3,1,2,215929,3,58,No,Yes,Frequently,38,3,4,4,4,103,12,2,Yes,5,21,13,3,Married,2,20,88,89,51,74,Low,1,5,38190,19,3,0,50-60,High,11-20 yrs,Low Risk
48387,27,Male,5,4,3,13,81185,18,43,Yes,Yes,Never,14,4,5,5,5,4,9,2,Yes,5,21,21,0,Single,5,8,99,64,73,99,Low,14,6,20814,9,13,0,20-29,Lower-Mid,21-30 yrs,Low Risk
48388,57,Male,4,1,2,10,171794,7,36,No,No,Rarely,21,4,5,5,3,36,9,2,No,4,22,5,0,Single,5,28,83,22,12,85,High,11,3,40279,7,18,0,50-60,High,0-5 yrs,Low Risk
48389,22,Male,6,3,1,17,106701,18,50,No,Yes,Frequently,5,2,4,3,1,21,14,3,Yes,5,3,1,1,Single,0,8,45,6,10,45,Medium,2,3,34202,9,4,0,20-29,Lower-Mid,0-5 yrs,Low Risk
48390,22,Female,3,5,2,21,177404,4,70,No,No,Rarely,26,5,4,4,4,98,7,2,No,2,19,26,0,Single,1,1,74,18,17,36,High,14,6,43090,13,17,0,20-29,High,21-30 yrs,Low Risk
48391,60,Female,1,5,2,33,201584,10,34,Yes,Yes,Frequently,42,5,4,5,1,86,14,5,Yes,5,4,10,3,Married,3,3,67,77,89,54,Low,6,6,11778,17,1,0,50-60,High,6-10 yrs,Low Risk
48392,32,Male,5,4,1,1,106686,1,55,No,Yes,Frequently,22,4,1,5,1,50,8,4,No,5,18,15,3,Single,1,11,46,49,61,13,Low,3,5,36962,11,16,0,30-39,Lower-Mid,11-20 yrs,Low Risk
48393,44,Male,4,6,3,23,203399,16,53,Yes,Yes,Never,4,4,3,1,4,108,9,3,Yes,3,20,4,2,Single,4,23,47,87,55,28,Low,1,2,31461,3,11,0,40-49,High,0-5 yrs,Low Risk
48394,33,Female,3,3,3,17,55452,0,52,Yes,No,Frequently,4,3,3,3,1,96,12,5,No,4,17,4,0,Single,5,1,47,7,47,19,Medium,11,1,21377,10,20,0,30-39,Low,0-5 yrs,Low Risk
48395,27,Female,6,3,3,17,119439,2,30,No,Yes,Rarely,37,5,4,4,1,88,4,5,No,2,17,3,3,Single,1,8,65,67,99,56,Medium,6,7,31312,12,11,0,20-29,Lower-Mid,0-5 yrs,Low Risk
48396,41,Female,3,4,3,18,219692,16,49,No,No,Rarely,24,4,5,3,1,61,13,5,Yes,4,20,18,1,Single,1,23,72,15,34,100,High,1,2,39813,3,1,0,40-49,High,11-20 yrs,Low Risk
48397,47,Male,2,4,3,19,168704,27,63,Yes,No,Frequently,18,5,4,4,3,79,8,5,Yes,3,14,7,3,Single,4,20,71,29,83,6,Low,3,2,32538,18,4,0,40-49,Upper-Mid,6-10 yrs,Low Risk
48398,34,Female,1,1,3,16,56402,7,57,Yes,No,Frequently,25,5,4,4,3,81,3,4,Yes,5,20,6,2,Married,3,15,94,34,76,14,Medium,11,2,4519,15,18,0,30-39,Low,6-10 yrs,Low Risk
48399,54,Female,3,2,2,26,60950,25,42,Yes,Yes,Frequently,5,3,4,3,2,69,3,5,No,4,5,10,2,Married,1,15,85,15,60,61,Medium,3,2,22751,3,19,0,50-60,Low,6-10 yrs,Low Risk
48400,43,Male,1,1,3,26,128133,2,34,No,Yes,Rarely,11,1,5,5,5,94,15,4,Yes,1,19,28,0,Single,3,30,58,51,68,13,High,12,7,40879,14,14,0,40-49,Upper-Mid,21-30 yrs,Low Risk
48401,30,Female,3,5,3,7,28678,17,43,No,No,Frequently,24,3,1,5,5,98,15,2,Yes,2,19,30,2,Married,4,4,54,57,87,70,Low,3,4,38027,0,12,0,30-39,Low,21-30 yrs,Low Risk
48402,27,Female,4,1,3,19,166083,27,47,Yes,Yes,Never,44,3,2,2,1,84,9,4,No,2,9,5,1,Single,4,30,78,60,58,19,High,5,4,10157,19,3,0,20-29,Upper-Mid,0-5 yrs,Low Risk
48403,39,Female,2,6,1,1,163782,23,57,No,No,Never,3,5,4,5,5,37,2,2,No,2,12,28,1,Single,4,20,68,46,80,58,High,2,4,41085,10,8,0,30-39,Upper-Mid,21-30 yrs,Low Risk
48404,55,Female,1,2,1,7,182872,27,53,Yes,Yes,Never,42,4,1,3,1,103,4,4,Yes,1,8,7,2,Married,1,1,58,42,71,66,Medium,15,7,32635,15,13,0,50-60,High,6-10 yrs,Low Risk
48405,44,Male,4,3,1,20,45592,26,60,Yes,No,Rarely,18,3,5,2,3,49,4,5,Yes,3,17,1,0,Single,3,12,54,77,97,97,High,7,6,26395,7,13,0,40-49,Low,0-5 yrs,Low Risk
48406,28,Male,2,4,3,11,201191,15,68,Yes,Yes,Never,15,4,3,5,2,77,8,3,Yes,5,10,22,2,Single,0,10,49,51,17,21,Low,9,2,7812,18,9,0,20-29,High,21-30 yrs,Low Risk
48407,49,Female,1,4,2,18,108408,24,65,Yes,Yes,Never,27,5,1,4,2,65,9,3,No,3,23,9,1,Married,3,16,96,51,68,23,High,6,3,8613,14,9,0,40-49,Lower-Mid,6-10 yrs,Low Risk
48408,43,Female,6,2,3,4,71581,25,64,Yes,Yes,Frequently,37,3,1,2,4,86,12,1,No,3,22,10,2,Single,0,5,97,3,91,24,High,10,2,4989,9,19,0,40-49,Low,6-10 yrs,Low Risk
48409,37,Female,4,3,2,14,205267,30,35,Yes,No,Frequently,46,3,3,2,4,75,1,4,Yes,3,18,26,3,Single,1,4,74,77,97,63,Low,3,6,31874,7,14,0,30-39,High,21-30 yrs,Low Risk
48410,40,Female,2,3,3,35,66204,14,34,No,No,Frequently,16,1,1,3,1,82,5,5,No,1,15,6,0,Married,5,11,94,49,56,12,Medium,9,1,44660,15,11,0,40-49,Low,6-10 yrs,Low Risk
48411,28,Female,5,3,1,22,70469,1,37,No,No,Frequently,48,3,2,1,5,18,12,4,Yes,4,15,15,3,Single,4,7,65,69,16,65,Low,1,3,49481,19,15,0,20-29,Low,11-20 yrs,Low Risk
48412,48,Male,4,6,3,28,182128,21,52,No,No,Never,41,1,1,3,2,12,1,1,Yes,4,5,22,2,Married,4,30,66,6,56,59,Low,0,5,21807,0,19,0,40-49,High,21-30 yrs,Low Risk
48413,51,Female,5,6,2,14,202240,1,34,Yes,No,Never,31,4,2,4,1,108,4,1,Yes,2,4,5,3,Married,3,4,77,51,46,68,High,11,2,6890,6,9,0,50-60,High,0-5 yrs,Low Risk
48414,41,Male,1,2,2,23,122239,22,62,Yes,No,Frequently,43,1,5,2,2,23,3,5,Yes,4,19,22,2,Single,3,1,54,82,20,56,High,8,4,29473,8,17,1,40-49,Lower-Mid,21-30 yrs,High Risk
48415,21,Female,2,4,2,28,119117,19,33,No,No,Never,23,3,5,1,5,91,10,1,Yes,1,14,19,1,Married,0,11,57,60,60,10,High,12,7,17551,15,20,0,20-29,Lower-Mid,11-20 yrs,Low Risk
48416,31,Female,5,5,2,2,30271,26,43,No,Yes,Frequently,1,4,5,3,2,93,15,2,Yes,3,24,8,0,Married,4,23,67,45,3,43,Low,7,1,7638,4,14,0,30-39,Low,6-10 yrs,Low Risk
48417,50,Female,3,2,2,22,63391,22,31,No,Yes,Frequently,19,3,2,3,1,64,11,4,No,5,25,19,0,Single,0,27,64,87,44,77,Low,14,3,10504,7,9,0,50-60,Low,11-20 yrs,Low Risk
48418,50,Male,2,6,1,27,120392,22,51,No,Yes,Rarely,34,2,3,5,3,35,4,2,Yes,5,17,19,0,Single,4,7,69,46,67,83,High,13,6,36322,13,9,0,50-60,Lower-Mid,11-20 yrs,Low Risk
48419,53,Female,6,4,3,33,150437,5,44,No,Yes,Frequently,12,3,3,2,2,68,9,4,No,4,23,5,2,Single,1,10,45,15,41,43,High,6,1,19816,13,15,0,50-60,Upper-Mid,0-5 yrs,Low Risk
48420,25,Female,4,1,2,25,127150,22,65,Yes,No,Frequently,3,5,1,3,4,73,9,5,Yes,3,25,27,3,Married,1,26,81,86,37,27,High,15,7,21918,10,14,0,20-29,Upper-Mid,21-30 yrs,Low Risk
48421,37,Male,6,2,2,32,92802,4,70,Yes,No,Rarely,15,2,5,2,3,34,3,2,Yes,4,6,16,3,Married,0,0,57,11,75,24,Low,2,7,16107,4,5,0,30-39,Lower-Mid,11-20 yrs,High Risk
48422,26,Male,5,1,1,26,133363,16,55,Yes,Yes,Never,7,1,3,1,5,109,12,4,Yes,5,5,30,2,Married,1,23,64,42,91,8,Low,10,1,21710,8,14,0,20-29,Upper-Mid,21-30 yrs,High Risk
48423,54,Male,5,2,2,33,48711,12,65,Yes,Yes,Rarely,30,3,2,4,1,64,14,2,Yes,5,4,17,0,Single,2,10,47,4,8,63,Medium,9,2,33238,4,20,0,50-60,Low,11-20 yrs,Low Risk
48424,34,Female,4,3,2,26,196091,30,30,Yes,Yes,Rarely,16,5,4,5,4,120,6,1,Yes,5,15,29,0,Single,0,13,85,81,73,39,Medium,7,7,49534,1,18,0,30-39,High,21-30 yrs,Low Risk
48425,29,Female,4,3,2,16,46149,22,42,Yes,Yes,Rarely,19,5,5,3,5,101,10,4,Yes,1,19,24,2,Married,2,4,43,43,21,91,High,1,4,13641,3,9,0,20-29,Low,21-30 yrs,Low Risk
48426,42,Male,5,3,1,0,188744,16,32,No,No,Never,16,3,5,2,3,32,6,3,Yes,1,10,16,2,Married,4,19,98,20,28,47,Medium,3,3,28354,9,18,0,40-49,High,11-20 yrs,Low Risk
48427,23,Female,6,5,2,5,186755,18,54,No,No,Never,8,2,2,2,3,12,9,2,Yes,3,2,11,1,Single,5,1,96,82,88,78,Low,8,7,21679,3,5,0,20-29,High,11-20 yrs,Low Risk
48428,34,Female,4,1,3,4,94059,27,39,No,Yes,Frequently,45,2,3,5,2,34,4,3,Yes,4,24,3,0,Married,1,3,84,53,97,78,Medium,2,3,35922,10,1,0,30-39,Lower-Mid,0-5 yrs,Low Risk
48429,35,Male,2,5,2,33,192449,25,55,No,Yes,Frequently,28,3,2,2,5,89,3,4,Yes,3,8,21,3,Single,2,22,76,74,48,25,Medium,5,2,28003,3,17,0,30-39,High,21-30 yrs,Low Risk
48430,24,Male,6,4,2,30,109621,14,37,Yes,Yes,Rarely,27,5,3,4,4,55,5,4,Yes,3,23,20,3,Married,5,17,60,44,32,15,Medium,4,5,28516,16,17,0,20-29,Lower-Mid,11-20 yrs,Low Risk
